,30,45,60,75,90,105,120,135,150,165
0,21823145.790417913,15990096.159074666,12008751.13732706,9695308.169282677,8106913.906207631,7157406.301372177,6501997.070271101,5972990.220858536,5667501.774560126,5438276.860981678
1,21717638.221123453,15988375.592407012,11898145.470659731,9629732.923142832,8112745.361287401,7094814.097160756,6441203.154016965,5998467.113442097,5573109.480499899,5355625.547124436
2,21944940.278999183,15965263.001151703,11897906.302092751,9605605.274491196,8092782.272108476,7072052.128659532,6396446.077596931,5934440.406149992,5593769.933756642,5303817.135262201
3,21869747.50617119,16028554.428743565,11896278.95216225,9652230.781044878,8061503.110503045,7059813.423570531,6391966.117708769,5939160.401248411,5589313.845727552,5318495.925827793
4,21818441.990463305,15893964.381245285,11968190.648751954,9657811.812204637,8076612.486842211,7070774.291305794,6416497.814080291,5919132.934957805,5549476.357315638,5266335.378338414
5,21855705.092592303,16035640.836092098,11942460.413315872,9648847.599236598,8071623.301622089,7067524.5654662065,6401936.852282157,5901762.197252399,5532384.342139875,5310646.967903324
6,21748204.573888823,16018876.301833572,11892047.537094768,9595508.272571795,8074937.0433020415,7065984.754467643,6373361.181677966,5892861.388952513,5536688.871699679,5248221.533482032
7,21887451.20802624,16007150.45402399,11866792.575719882,9626434.23887603,8092351.96146574,7052783.126308882,6367924.147084939,5899573.526689178,5547377.561886019,5239944.056394535
8,21827970.65839917,15975711.049311947,11965991.223236894,9661038.32953254,8066439.456815471,7063438.396930487,6392437.758674465,5919832.92904446,5557605.932714119,5267587.756607253
9,21911199.719679758,16037940.58990721,11914014.047379812,9628223.424605949,8065759.218102618,7058734.30312834,6378613.49522361,5903275.637878247,5522285.8671202585,5258075.565029569
